trip_id,customer_id,driver_id,pickup_datetime,dropoff_datetime,pickup_location,dropoff_location,distance_km,fare_amount,trip_status,created_datetime,updated_datetime
8204,121,27,2025-11-03 03:14:46,2025-11-03 03:51:46,Elizabethbury,Hannahburgh,30.76,77.88,Completed,2025-11-03 03:14:46,2025-11-17 03:14:46
8205,957,149,2026-04-05 06:53:43,2026-04-05 07:00:43,Kennethside,Christinatown,26.46,48.8,Completed,2026-04-05 06:53:43,2026-04-19 06:53:43
8206,169,38,2026-02-16 18:34:29,2026-02-16 19:12:29,Daniellemouth,Morrowstad,9.68,32.41,Completed,2026-02-16 18:34:29,2026-03-20 18:34:29
8207,537,206,2025-09-04 06:01:03,2025-09-04 06:27:03,Shaneside,Lake Christophertown,2.73,5.66,Completed,2025-09-04 06:01:03,2025-10-16 06:01:03
8208,564,175,2025-11-05 10:08:58,2025-11-05 10:28:58,West Jesse,Lake Ashleytown,25.54,51.79,Completed,2025-11-05 10:08:58,2025-12-11 10:08:58
8209,113,238,2026-05-11 10:55:02,2026-05-11 11:16:02,Victoriaview,New Brianview,16.98,34.94,Cancelled,2026-05-11 10:55:02,2026-05-22 10:55:02
8210,376,84,2026-06-18 05:29:11,2026-06-18 06:00:11,Javierbury,New Joshua,5.09,15.0,Completed,2026-06-18 05:29:11,2026-06-27 05:29:11
8211,603,147,2025-10-02 14:17:39,2025-10-02 14:51:39,Michaeltown,Amyview,23.84,45.12,Completed,2025-10-02 14:17:39,2025-10-11 14:17:39
8212,391,20,2026-07-19 21:32:51,2026-07-19 21:44:51,North Brianborough,East Spencer,35.63,74.67,Completed,2026-07-19 21:32:51,2026-08-28 21:32:51
8213,485,172,2026-03-15 04:00:49,2026-03-15 04:58:49,Stevenbury,Port Tanya,30.03,47.13,Completed,2026-03-15 04:00:49,2026-03-19 04:00:49
8214,678,195,2026-03-30 15:35:13,2026-03-30 15:49:13,North Daniellemouth,Lake Crystal,38.64,124.21,Completed,2026-03-30 15:35:13,2026-04-23 15:35:13
8215,46,194,2025-07-31 21:26:38,2025-07-31 21:47:38,New Anna,Johnfurt,12.46,33.32,Completed,2025-07-31 21:26:38,2025-08-13 21:26:38
8216,633,170,2026-04-03 08:07:57,2026-04-03 08:43:57,Ayalamouth,Adamton,19.13,29.96,Completed,2026-04-03 08:07:57,2026-06-02 08:07:57
8217,424,200,2025-12-04 05:19:40,2025-12-04 05:26:40,Colemanborough,Karenside,13.88,26.53,Completed,2025-12-04 05:19:40,2025-12-15 05:19:40
8218,772,71,2026-03-25 09:56:44,2026-03-25 10:16:44,South Christopher,South James,38.02,119.19,Completed,2026-03-25 09:56:44,2026-04-12 09:56:44
8219,407,3,2026-01-28 04:10:01,2026-01-28 05:04:01,Jamesport,New Melissa,13.69,47.66,Completed,2026-01-28 04:10:01,2026-03-18 04:10:01
8220,608,9,2025-07-25 15:50:22,2025-07-25 16:17:22,Danielmouth,Zhangville,35.02,58.49,Cancelled,2025-07-25 15:50:22,2025-08-15 15:50:22
8221,883,48,2026-01-11 07:28:21,2026-01-11 08:21:21,Wangshire,West Michelle,16.32,32.16,Completed,2026-01-11 07:28:21,2026-02-12 07:28:21
8222,834,126,2025-12-31 15:44:22,2025-12-31 16:27:22,Rodriguezchester,Bryantton,3.78,6.54,Completed,2025-12-31 15:44:22,2026-01-08 15:44:22
8223,698,117,2026-01-21 10:12:35,2026-01-21 10:28:35,Hardychester,South Cody,14.56,42.56,Completed,2026-01-21 10:12:35,2026-02-28 10:12:35
8224,143,196,2026-06-22 02:14:43,2026-06-22 02:23:43,Conniehaven,East Stephanie,16.81,35.0,Completed,2026-06-22 02:14:43,2026-08-18 02:14:43
8225,253,140,2025-09-09 19:40:59,2025-09-09 20:39:59,Port Ericafort,Lancetown,24.67,82.6,Completed,2025-09-09 19:40:59,2025-10-15 19:40:59
8226,990,238,2026-02-10 20:22:47,2026-02-10 20:55:47,South Misty,East Meagan,13.88,44.72,Completed,2026-02-10 20:22:47,2026-03-14 20:22:47
8227,164,172,2025-08-20 21:35:07,2025-08-20 22:05:07,Guerraville,Cindyfurt,15.6,38.52,Completed,2025-08-20 21:35:07,2025-10-18 21:35:07
8228,533,221,2025-08-04 03:39:21,2025-08-04 04:07:21,North Ruth,North Brianna,33.79,111.38,Completed,2025-08-04 03:39:21,2025-09-01 03:39:21
8229,222,61,2026-04-06 08:17:56,2026-04-06 08:49:56,Williamshaven,East Nancy,1.55,4.14,No Show,2026-04-06 08:17:56,2026-04-25 08:17:56
8230,822,50,2026-01-14 07:12:33,2026-01-14 07:20:33,Lake Lauriemouth,Whitetown,21.04,62.41,Completed,2026-01-14 07:12:33,2026-01-28 07:12:33
8231,854,163,2026-05-28 05:04:35,2026-05-28 05:34:35,Caitlinshire,Millerville,34.16,58.92,Completed,2026-05-28 05:04:35,2026-07-22 05:04:35
8232,660,133,2026-05-31 20:43:18,2026-05-31 21:12:18,Martinezport,Hallstad,17.17,39.69,Completed,2026-05-31 20:43:18,2026-06-02 20:43:18
8233,245,14,2025-10-31 20:22:55,2025-10-31 20:57:55,Sonyamouth,West Kelly,23.96,55.93,Completed,2025-10-31 20:22:55,2025-11-12 20:22:55
8234,14,158,2026-05-30 02:29:20,2026-05-30 03:25:20,Hendricksberg,West Kellibury,6.58,23.01,Completed,2026-05-30 02:29:20,2026-06-26 02:29:20
8235,895,2,2025-11-05 04:46:15,2025-11-05 05:33:15,West Dawnfurt,Markville,32.75,67.52,Completed,2025-11-05 04:46:15,2025-12-11 04:46:15
8236,821,23,2026-02-25 22:12:33,2026-02-25 22:19:33,Maldonadoside,Rebeccaberg,10.16,19.75,Completed,2026-02-25 22:12:33,2026-04-10 22:12:33
8237,461,211,2026-05-03 06:34:27,2026-05-03 06:46:27,Jacquelinefurt,Port Anna,9.42,23.03,Completed,2026-05-03 06:34:27,2026-06-25 06:34:27
8238,148,176,2026-01-08 11:59:13,2026-01-08 12:40:13,Beardland,Kyliechester,9.88,18.29,Completed,2026-01-08 11:59:13,2026-02-24 11:59:13
8239,585,84,2025-10-31 11:55:43,2025-10-31 12:45:43,Houseport,Duanemouth,20.63,42.43,Completed,2025-10-31 11:55:43,2025-12-02 11:55:43
8240,626,64,2025-08-01 06:34:23,2025-08-01 07:31:23,Julieton,North Heathermouth,17.25,56.1,Completed,2025-08-01 06:34:23,2025-09-19 06:34:23
8241,894,248,2026-05-30 08:18:34,2026-05-30 08:38:34,Kennedychester,Port Rickstad,37.66,111.55,Completed,2026-05-30 08:18:34,2026-06-09 08:18:34
8242,179,205,2025-10-11 01:52:30,2025-10-11 02:45:30,Meghanberg,Port Christopher,13.07,37.36,Cancelled,2025-10-11 01:52:30,2025-10-17 01:52:30
8243,627,129,2026-04-16 00:03:57,2026-04-16 00:58:57,Carolmouth,Luisland,39.69,125.34,Completed,2026-04-16 00:03:57,2026-06-14 00:03:57
8244,514,7,2026-06-26 02:06:15,2026-06-26 02:53:15,Lake Jordanfurt,Ericville,17.24,28.46,Completed,2026-06-26 02:06:15,2026-07-29 02:06:15
8245,575,186,2026-04-06 12:37:43,2026-04-06 13:34:43,Ricardoside,Jenniferchester,30.3,81.8,Completed,2026-04-06 12:37:43,2026-04-08 12:37:43
8246,182,113,2026-06-09 18:36:36,2026-06-09 19:20:36,Isabellaland,Lopezmouth,9.11,20.84,Completed,2026-06-09 18:36:36,2026-06-27 18:36:36
8247,191,124,2026-05-10 15:40:15,2026-05-10 16:34:15,South Williamstad,Port Jennifer,12.78,40.36,Completed,2026-05-10 15:40:15,2026-05-27 15:40:15
8248,138,177,2026-04-02 20:21:39,2026-04-02 20:34:39,West Angela,Longfort,16.2,31.84,Completed,2026-04-02 20:21:39,2026-05-18 20:21:39
8249,105,205,2026-02-25 10:03:49,2026-02-25 10:38:49,Hernandezside,Nancyside,8.0,26.33,Completed,2026-02-25 10:03:49,2026-03-20 10:03:49
8250,99,101,2025-12-07 07:01:46,2025-12-07 07:21:46,Turnerport,Lozanoside,6.69,10.71,Completed,2025-12-07 07:01:46,2026-01-14 07:01:46
8251,955,233,2025-08-20 16:16:15,2025-08-20 16:33:15,Jacksonstad,North Justin,31.32,58.63,Completed,2025-08-20 16:16:15,2025-09-13 16:16:15
8252,347,209,2026-03-05 02:15:13,2026-03-05 02:26:13,Port Kimberly,Anthonymouth,4.33,12.25,Completed,2026-03-05 02:15:13,2026-04-24 02:15:13
8253,409,45,2025-08-05 08:53:35,2025-08-05 09:48:35,Port Johnnyshire,Welchfurt,3.67,5.54,Completed,2025-08-05 08:53:35,2025-08-24 08:53:35
8254,109,58,2025-08-12 05:28:15,2025-08-12 06:26:15,Lopeztown,South Glenn,24.12,51.86,Completed,2025-08-12 05:28:15,2025-09-09 05:28:15
8255,754,244,2025-11-14 01:24:14,2025-11-14 01:56:14,Ryanhaven,West Ernest,32.72,49.38,Completed,2025-11-14 01:24:14,2025-12-14 01:24:14
8256,416,102,2025-08-02 21:24:02,2025-08-02 21:49:02,Woodtown,Wardhaven,33.91,94.37,Completed,2025-08-02 21:24:02,2025-09-30 21:24:02
8257,525,22,2026-05-05 18:11:32,2026-05-05 18:46:32,New Jonathan,East Christopher,3.56,10.18,Completed,2026-05-05 18:11:32,2026-07-02 18:11:32
8258,198,189,2025-07-21 05:50:25,2025-07-21 06:03:25,North Jacob,Port Cameron,26.68,64.22,Completed,2025-07-21 05:50:25,2025-08-28 05:50:25
8259,410,85,2025-12-11 21:51:11,2025-12-11 22:41:11,Powelltown,Lake Frank,4.4,8.92,Cancelled,2025-12-11 21:51:11,2026-02-05 21:51:11
8260,444,149,2026-05-30 07:11:17,2026-05-30 07:19:17,Lake Marvin,East Dawn,31.24,105.42,Completed,2026-05-30 07:11:17,2026-07-24 07:11:17
8261,65,249,2025-12-22 19:17:12,2025-12-22 19:54:12,East Kenneth,Port Wendy,14.27,47.25,Completed,2025-12-22 19:17:12,2026-02-17 19:17:12
8262,370,91,2026-02-09 12:26:50,2026-02-09 13:18:50,New Sierra,Port Alexisberg,34.93,97.72,Completed,2026-02-09 12:26:50,2026-03-30 12:26:50
8263,389,212,2026-03-12 08:42:27,2026-03-12 09:24:27,Lake Susan,Wrightberg,3.93,13.42,Completed,2026-03-12 08:42:27,2026-04-10 08:42:27
8264,203,97,2026-04-30 05:52:23,2026-04-30 06:22:23,New Linda,North Erinton,3.4,6.35,Completed,2026-04-30 05:52:23,2026-05-20 05:52:23
8265,356,176,2026-06-02 04:26:23,2026-06-02 05:07:23,Chelsealand,Marcland,28.66,88.44,Completed,2026-06-02 04:26:23,2026-06-21 04:26:23
8266,276,51,2025-12-03 02:59:33,2025-12-03 03:19:33,Johnside,Erinfurt,18.56,28.01,Completed,2025-12-03 02:59:33,2025-12-20 02:59:33
8267,429,40,2026-03-31 06:19:52,2026-03-31 06:33:52,Joemouth,Ronaldside,12.57,21.46,Completed,2026-03-31 06:19:52,2026-04-08 06:19:52
8268,726,231,2026-06-12 09:58:25,2026-06-12 10:34:25,North Brianland,Scottmouth,19.25,58.29,Completed,2026-06-12 09:58:25,2026-06-24 09:58:25
8269,309,34,2025-11-13 13:21:50,2025-11-13 13:35:50,Lake Jeffrey,Candicechester,4.85,9.08,Cancelled,2025-11-13 13:21:50,2025-11-20 13:21:50
8270,492,50,2026-04-17 13:55:44,2026-04-17 14:51:44,Alexanderfurt,Jamieshire,28.95,77.61,Cancelled,2026-04-17 13:55:44,2026-04-23 13:55:44
8271,591,8,2025-08-21 14:01:13,2025-08-21 14:48:13,South Charles,Hartfort,29.57,91.8,Cancelled,2025-08-21 14:01:13,2025-09-07 14:01:13
8272,104,9,2026-05-08 07:02:20,2026-05-08 07:35:20,Knightton,Port Kelly,8.96,21.57,Completed,2026-05-08 07:02:20,2026-06-15 07:02:20
8273,335,4,2025-11-01 05:23:38,2025-11-01 05:51:38,East Donaldburgh,Craigchester,22.08,65.3,Completed,2025-11-01 05:23:38,2025-11-15 05:23:38
8274,306,81,2025-10-12 08:14:39,2025-10-12 08:34:39,South Amberstad,South Alexa,7.56,12.87,Completed,2025-10-12 08:14:39,2025-11-02 08:14:39
8275,437,188,2025-08-02 05:00:03,2025-08-02 05:10:03,West Kimberly,New Molly,38.65,82.54,Completed,2025-08-02 05:00:03,2025-09-15 05:00:03
8276,714,113,2025-10-28 19:26:16,2025-10-28 20:16:16,Parkerville,North Rebeccatown,12.5,24.38,Cancelled,2025-10-28 19:26:16,2025-12-06 19:26:16
8277,916,98,2025-09-29 07:31:27,2025-09-29 08:19:27,West Elizabeth,South Johnny,38.58,132.43,Completed,2025-09-29 07:31:27,2025-11-20 07:31:27
8278,644,22,2026-01-14 18:20:45,2026-01-14 18:37:45,East Nicholas,Melendezport,30.63,61.95,Completed,2026-01-14 18:20:45,2026-03-11 18:20:45
8279,960,164,2026-01-31 06:04:42,2026-01-31 06:25:42,Alyssabury,East Brandonfurt,34.75,66.8,Completed,2026-01-31 06:04:42,2026-03-30 06:04:42
8280,821,106,2025-10-20 06:55:40,2025-10-20 07:10:40,Deniseside,South Craig,13.62,23.37,Completed,2025-10-20 06:55:40,2025-10-30 06:55:40
8281,946,139,2026-05-02 12:50:29,2026-05-02 13:39:29,North Ritaberg,Port Luis,27.29,42.71,Completed,2026-05-02 12:50:29,2026-06-13 12:50:29
8282,792,142,2025-09-16 09:47:03,2025-09-16 10:29:03,South Johnfurt,Arthurmouth,36.19,72.72,Completed,2025-09-16 09:47:03,2025-09-28 09:47:03
8283,122,173,2025-09-22 03:43:38,2025-09-22 04:20:38,Michaelchester,West Karen,37.32,81.85,Completed,2025-09-22 03:43:38,2025-10-29 03:43:38
8284,680,165,2025-10-04 03:55:39,2025-10-04 04:43:39,Taylorville,Stevenbury,39.22,118.17,Completed,2025-10-04 03:55:39,2025-10-10 03:55:39
8285,301,153,2025-09-06 06:54:06,2025-09-06 07:26:06,Port Caleb,Dylanshire,30.0,67.15,Completed,2025-09-06 06:54:06,2025-09-13 06:54:06
8286,347,26,2025-11-22 19:58:18,2025-11-22 20:22:18,Wallburgh,Brownhaven,13.57,40.16,Completed,2025-11-22 19:58:18,2026-01-20 19:58:18
8287,229,107,2025-09-10 13:46:18,2025-09-10 14:24:18,Lake Jacqueline,Lake Brian,38.69,66.62,Completed,2025-09-10 13:46:18,2025-09-29 13:46:18
8288,440,212,2026-06-19 14:25:04,2026-06-19 15:24:04,New Cynthia,East Julia,16.06,37.94,Completed,2026-06-19 14:25:04,2026-07-07 14:25:04
8289,496,193,2026-03-17 00:28:03,2026-03-17 00:48:03,Thorntonchester,Davisberg,9.83,28.15,Completed,2026-03-17 00:28:03,2026-05-01 00:28:03
8290,131,128,2026-06-30 12:07:59,2026-06-30 13:05:59,Martinhaven,Steinchester,10.24,24.98,Completed,2026-06-30 12:07:59,2026-07-31 12:07:59
8291,875,96,2026-04-02 20:11:12,2026-04-02 20:16:12,Jensenberg,Grahamfort,17.29,51.97,Cancelled,2026-04-02 20:11:12,2026-05-24 20:11:12
8292,542,209,2026-01-17 22:38:17,2026-01-17 22:47:17,Port Teresabury,Henryville,7.79,18.75,Completed,2026-01-17 22:38:17,2026-02-06 22:38:17
8293,637,198,2026-07-16 02:04:45,2026-07-16 03:03:45,Lake Rachaelside,Jonesbury,1.02,2.93,Completed,2026-07-16 02:04:45,2026-08-24 02:04:45
8294,54,70,2026-05-25 16:18:44,2026-05-25 16:50:44,New Alexischester,Port Jessica,18.41,32.8,Completed,2026-05-25 16:18:44,2026-06-22 16:18:44
8295,775,28,2026-01-26 00:57:51,2026-01-26 01:12:51,Mariaton,Port Zachary,24.9,40.6,Completed,2026-01-26 00:57:51,2026-03-24 00:57:51
8296,464,81,2025-12-05 23:07:27,2025-12-05 23:40:27,East Jeremytown,Kerrburgh,22.53,73.69,Completed,2025-12-05 23:07:27,2026-02-03 23:07:27
8297,988,67,2025-11-23 17:50:57,2025-11-23 18:30:57,New Christinechester,West Chadville,16.02,32.29,Completed,2025-11-23 17:50:57,2026-01-12 17:50:57
8298,373,89,2026-01-21 10:15:13,2026-01-21 10:27:13,Hernandezville,Michellemouth,24.69,44.14,Completed,2026-01-21 10:15:13,2026-01-29 10:15:13
8299,2,67,2026-04-15 11:41:50,2026-04-15 12:14:50,West Ericaville,Joelport,39.01,83.97,Completed,2026-04-15 11:41:50,2026-04-22 11:41:50
8300,555,217,2025-11-27 01:53:21,2025-11-27 02:25:21,West Wesleyshire,Port Shelby,5.38,15.67,Completed,2025-11-27 01:53:21,2026-01-26 01:53:21
8301,478,33,2026-03-19 02:42:27,2026-03-19 03:04:27,Barronshire,Lake Jessicafort,2.91,7.87,Completed,2026-03-19 02:42:27,2026-04-19 02:42:27
8302,839,151,2025-11-03 23:55:55,2025-11-04 00:21:55,Castilloborough,Port Jeremy,11.97,28.49,Completed,2025-11-03 23:55:55,2025-12-11 23:55:55
8303,957,169,2026-05-07 18:28:58,2026-05-07 18:51:58,Lake Donnaborough,New Eileenshire,4.47,7.86,Completed,2026-05-07 18:28:58,2026-06-16 18:28:58
8304,749,15,2026-04-03 07:07:59,2026-04-03 07:34:59,Robinsonberg,New Sarah,16.3,37.77,Completed,2026-04-03 07:07:59,2026-04-25 07:07:59
8305,536,48,2025-11-28 23:02:55,2025-11-28 23:48:55,Shelleymouth,South Andrew,13.56,34.09,Completed,2025-11-28 23:02:55,2025-12-12 23:02:55
8306,498,132,2026-01-15 15:21:25,2026-01-15 15:35:25,Michealfurt,Port Rebekah,25.09,87.4,Completed,2026-01-15 15:21:25,2026-03-09 15:21:25
8307,549,180,2025-11-17 19:56:26,2025-11-17 20:56:26,Andrewburgh,Hallberg,13.04,43.91,Completed,2025-11-17 19:56:26,2025-12-11 19:56:26
8308,475,226,2026-06-05 23:56:29,2026-06-06 00:40:29,East Georgetown,South Diana,23.58,76.47,Completed,2026-06-05 23:56:29,2026-07-02 23:56:29
8309,402,181,2026-06-16 20:55:42,2026-06-16 21:15:42,Dyerhaven,Lisaton,20.98,52.95,Completed,2026-06-16 20:55:42,2026-07-23 20:55:42
8310,715,70,2025-10-10 08:37:27,2025-10-10 08:51:27,South Henry,Erinland,6.53,19.1,Completed,2025-10-10 08:37:27,2025-11-24 08:37:27
8311,515,128,2026-05-20 14:38:33,2026-05-20 15:09:33,Jennifershire,Brianhaven,8.65,19.99,Completed,2026-05-20 14:38:33,2026-06-19 14:38:33
8312,380,221,2026-02-20 21:13:55,2026-02-20 22:09:55,Johnsonport,Williamville,5.52,17.2,Completed,2026-02-20 21:13:55,2026-04-02 21:13:55
8313,200,156,2026-07-06 05:59:00,2026-07-06 06:25:00,Michelleton,Deannastad,24.28,52.58,Completed,2026-07-06 05:59:00,2026-07-30 05:59:00
8314,534,158,2025-11-23 09:58:03,2025-11-23 10:54:03,Wilsonport,Robinsonland,2.86,8.1,Completed,2025-11-23 09:58:03,2026-01-12 09:58:03
8315,423,61,2025-10-17 22:55:11,2025-10-17 23:42:11,South Gregorytown,Willisborough,6.01,12.18,Completed,2025-10-17 22:55:11,2025-10-21 22:55:11
8316,155,134,2026-02-16 21:00:30,2026-02-16 21:43:30,Paulamouth,New Stephaniehaven,23.38,56.66,Completed,2026-02-16 21:00:30,2026-04-02 21:00:30
8317,210,180,2025-09-12 06:49:31,2025-09-12 07:34:31,Markstad,Carolborough,11.79,28.22,Completed,2025-09-12 06:49:31,2025-10-22 06:49:31
8318,919,145,2025-11-08 23:19:11,2025-11-08 23:43:11,New Jacobberg,Murrayberg,36.58,61.1,Completed,2025-11-08 23:19:11,2025-11-25 23:19:11
8319,318,185,2025-12-01 11:12:44,2025-12-01 11:27:44,Stephanieberg,Gutierrezmouth,36.52,80.8,Completed,2025-12-01 11:12:44,2026-01-26 11:12:44
8320,399,38,2025-09-16 08:23:03,2025-09-16 08:30:03,West Caleb,Taylortown,23.61,57.26,Completed,2025-09-16 08:23:03,2025-09-26 08:23:03
8321,268,9,2026-01-03 22:13:28,2026-01-03 22:53:28,West Tyler,Sarahmouth,38.2,84.86,Completed,2026-01-03 22:13:28,2026-02-22 22:13:28
8322,497,163,2026-06-12 11:18:52,2026-06-12 11:46:52,Derekfort,Royville,7.2,20.44,Completed,2026-06-12 11:18:52,2026-08-11 11:18:52
8323,944,119,2026-06-21 02:32:25,2026-06-21 03:27:25,Christopherton,Rushland,1.77,3.96,Completed,2026-06-21 02:32:25,2026-08-20 02:32:25
8324,988,116,2026-07-09 08:24:29,2026-07-09 09:21:29,Gonzalezbury,West Danielville,32.2,63.21,Completed,2026-07-09 08:24:29,2026-08-21 08:24:29
8325,329,20,2025-08-10 17:42:39,2025-08-10 18:15:39,Johnbury,West Anthonyburgh,23.24,63.1,Completed,2025-08-10 17:42:39,2025-08-11 17:42:39
8326,363,197,2026-03-07 23:58:06,2026-03-08 00:40:06,Michaelport,South Savannahfort,2.1,6.11,Completed,2026-03-07 23:58:06,2026-05-05 23:58:06
8327,500,44,2025-08-10 04:23:49,2025-08-10 04:34:49,Sheilafort,Lake Michelle,25.24,52.14,Completed,2025-08-10 04:23:49,2025-08-25 04:23:49
8328,372,186,2026-04-04 03:09:53,2026-04-04 03:31:53,Richardland,Elizabethberg,38.07,88.18,Completed,2026-04-04 03:09:53,2026-04-12 03:09:53
8329,526,40,2025-11-12 17:48:57,2025-11-12 18:38:57,Dominicfort,Dawntown,29.88,74.64,Completed,2025-11-12 17:48:57,2025-11-21 17:48:57
8330,91,194,2025-12-31 19:11:50,2025-12-31 19:19:50,Eugeneborough,Gailland,23.91,75.22,Completed,2025-12-31 19:11:50,2026-02-09 19:11:50
8331,365,12,2025-09-03 14:29:30,2025-09-03 14:35:30,East Francisco,Michelleside,1.17,3.12,Completed,2025-09-03 14:29:30,2025-10-21 14:29:30
8332,691,213,2025-10-30 03:38:53,2025-10-30 03:48:53,Leeshire,Lindsayshire,12.85,25.87,Completed,2025-10-30 03:38:53,2025-11-11 03:38:53
8333,380,83,2026-05-05 03:30:12,2026-05-05 04:14:12,Bellton,Amandaview,23.32,68.01,Completed,2026-05-05 03:30:12,2026-06-05 03:30:12
8334,259,157,2026-01-22 01:36:50,2026-01-22 02:13:50,Mariabury,Port Carlyton,8.32,22.76,Cancelled,2026-01-22 01:36:50,2026-02-23 01:36:50
8335,321,97,2025-09-23 03:17:36,2025-09-23 03:44:36,Lopezview,East Juan,19.72,59.95,Cancelled,2025-09-23 03:17:36,2025-10-12 03:17:36
8336,201,54,2025-08-25 06:00:32,2025-08-25 06:23:32,West Kathrynborough,Briannafurt,6.32,14.31,Completed,2025-08-25 06:00:32,2025-09-10 06:00:32
8337,558,229,2026-01-01 18:02:51,2026-01-01 18:56:51,Stevenview,Walterborough,36.05,99.83,Completed,2026-01-01 18:02:51,2026-02-17 18:02:51
8338,941,11,2026-07-20 14:56:26,2026-07-20 15:56:26,Ortizstad,New Jonathanshire,17.16,28.01,Completed,2026-07-20 14:56:26,2026-08-08 14:56:26
8339,142,76,2026-07-18 16:55:18,2026-07-18 17:35:18,Frazierfurt,Lauraton,8.79,14.12,Completed,2026-07-18 16:55:18,2026-07-21 16:55:18
8340,678,198,2026-04-28 05:38:10,2026-04-28 05:50:10,West Mary,Matthewfurt,17.47,27.92,Completed,2026-04-28 05:38:10,2026-06-10 05:38:10
8341,43,52,2026-03-04 13:12:11,2026-03-04 14:11:11,Fergusonview,Walkerburgh,29.83,92.74,Completed,2026-03-04 13:12:11,2026-04-21 13:12:11
8342,950,239,2026-06-13 12:21:44,2026-06-13 13:02:44,New Katherineborough,Chanhaven,10.48,36.58,Completed,2026-06-13 12:21:44,2026-07-15 12:21:44
8343,200,53,2026-01-26 18:14:48,2026-01-26 19:02:48,Debbieview,North Meghanfurt,19.88,64.97,Completed,2026-01-26 18:14:48,2026-03-11 18:14:48
8344,646,11,2026-05-21 21:30:26,2026-05-21 22:16:26,West Leahhaven,South Daniel,10.12,30.38,Cancelled,2026-05-21 21:30:26,2026-07-06 21:30:26
8345,561,185,2026-06-10 10:32:34,2026-06-10 11:30:34,Kayleeview,Lake Ryan,36.75,88.49,Completed,2026-06-10 10:32:34,2026-08-03 10:32:34
8346,95,206,2026-06-21 02:46:30,2026-06-21 02:57:30,Adambury,West Meredithmouth,25.4,65.09,Completed,2026-06-21 02:46:30,2026-06-23 02:46:30
8347,985,57,2026-04-16 02:51:51,2026-04-16 03:23:51,West Taylor,Lake Jennifer,26.94,71.07,Completed,2026-04-16 02:51:51,2026-06-15 02:51:51
8348,534,30,2025-07-27 23:48:29,2025-07-28 00:17:29,Port Matthewmouth,East Robert,18.99,52.59,Completed,2025-07-27 23:48:29,2025-09-08 23:48:29
8349,971,238,2026-05-13 23:32:36,2026-05-14 00:28:36,Kellyhaven,West Eric,33.14,85.77,Completed,2026-05-13 23:32:36,2026-07-12 23:32:36
8350,247,228,2025-12-12 19:23:18,2025-12-12 20:23:18,West Cameronside,Daniellefort,10.19,26.32,Completed,2025-12-12 19:23:18,2026-01-18 19:23:18
8351,692,36,2026-04-06 12:36:38,2026-04-06 13:24:38,Lake Timothychester,Connerview,19.71,29.81,Completed,2026-04-06 12:36:38,2026-05-19 12:36:38
8352,325,62,2025-10-09 06:06:37,2025-10-09 07:01:37,Lake Michelleberg,Martinport,14.88,40.42,Completed,2025-10-09 06:06:37,2025-11-06 06:06:37
8353,72,156,2025-07-21 08:41:13,2025-07-21 09:05:13,Martinezchester,West Deborahfurt,11.55,18.8,Completed,2025-07-21 08:41:13,2025-08-03 08:41:13
8354,711,48,2025-09-14 15:49:41,2025-09-14 16:16:41,Millershire,North Kelly,12.39,37.92,Completed,2025-09-14 15:49:41,2025-09-30 15:49:41
8355,167,79,2025-07-24 19:17:02,2025-07-24 19:59:02,Kathleenview,Louisborough,39.21,113.82,Completed,2025-07-24 19:17:02,2025-09-05 19:17:02
8356,992,160,2026-07-17 09:40:43,2026-07-17 09:55:43,Martinezshire,Port Kenneth,10.03,29.13,Completed,2026-07-17 09:40:43,2026-08-01 09:40:43
8357,78,67,2025-12-19 12:17:05,2025-12-19 12:26:05,Paigetown,Christinashire,19.52,42.75,Completed,2025-12-19 12:17:05,2026-01-27 12:17:05
8358,196,160,2026-03-26 06:45:43,2026-03-26 06:52:43,West Roberthaven,Vasquezmouth,24.46,37.84,Completed,2026-03-26 06:45:43,2026-05-15 06:45:43
8359,631,62,2025-08-11 06:22:54,2025-08-11 06:57:54,Denisebury,South Damon,6.4,21.06,Completed,2025-08-11 06:22:54,2025-08-27 06:22:54
8360,899,213,2026-01-14 14:36:21,2026-01-14 15:17:21,Chenburgh,West Scott,38.08,116.69,Completed,2026-01-14 14:36:21,2026-02-08 14:36:21
8361,219,236,2026-03-11 23:47:05,2026-03-12 00:46:05,East Randy,Port Anthonytown,29.0,56.64,Completed,2026-03-11 23:47:05,2026-04-09 23:47:05
8362,222,243,2025-08-14 19:07:57,2025-08-14 19:36:57,West Leemouth,North Perrychester,38.84,83.11,Completed,2025-08-14 19:07:57,2025-09-18 19:07:57
8363,308,148,2025-08-15 16:19:58,2025-08-15 17:06:58,Crawfordmouth,Barnesmouth,3.05,5.66,Completed,2025-08-15 16:19:58,2025-09-18 16:19:58
8364,986,143,2025-08-02 08:02:49,2025-08-02 08:46:49,Rebeccaton,Harrisonstad,23.42,43.15,Completed,2025-08-02 08:02:49,2025-08-25 08:02:49
8365,76,1,2025-09-01 01:09:23,2025-09-01 02:00:23,Lake Jason,Shelbychester,13.92,25.96,Completed,2025-09-01 01:09:23,2025-09-09 01:09:23
8366,947,208,2026-02-06 03:51:46,2026-02-06 04:36:46,Lake Leonview,West Darren,28.28,93.52,Completed,2026-02-06 03:51:46,2026-03-22 03:51:46
8367,870,80,2025-12-03 23:47:27,2025-12-04 00:11:27,Tracyhaven,Wandaland,12.81,27.11,Completed,2025-12-03 23:47:27,2025-12-13 23:47:27
